Column1,timestamp8601,@message,cf_app_name,level,Info
2924,"June 17th 2020, 13:29:13.078",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2925,"June 17th 2020, 13:29:13.078",      Not Mapped: aud,SupportOnlinePurchasedproductsApi,info,      Not Mapped: aud
2926,"June 17th 2020, 13:29:13.074",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2927,"June 17th 2020, 13:29:13.074",      Not Mapped: iss,SupportOnlinePurchasedproductsApi,info,      Not Mapped: iss
2928,"June 17th 2020, 13:29:13.069",      Not Mapped: iat,SupportOnlinePurchasedproductsApi,info,      Not Mapped: iat
2929,"June 17th 2020, 13:29:13.069",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2930,"June 17th 2020, 13:29:13.063",      Not Mapped: exp,SupportOnlinePurchasedproductsApi,info,      Not Mapped: exp
2931,"June 17th 2020, 13:29:13.062",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2932,"June 17th 2020, 13:29:13.061",      Not Mapped: nbf,SupportOnlinePurchasedproductsApi,info,      Not Mapped: nbf
2933,"June 17th 2020, 13:29:13.060",      Not Mapped: id,SupportOnlinePurchasedproductsApi,info,      Not Mapped: id
2934,"June 17th 2020, 13:29:13.060",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2935,"June 17th 2020, 13:29:13.058",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2936,"June 17th 2020, 13:29:13.058",      Not Mapped: ssid,SupportOnlinePurchasedproductsApi,info,      Not Mapped: ssid
2937,"June 17th 2020, 13:29:13.058",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2938,"June 17th 2020, 13:29:13.056",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2939,"June 17th 2020, 13:29:13.056",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2940,"June 17th 2020, 13:29:13.056",      Not Mapped: http://www.dell.com/identity/claims/profile/fingerprint,SupportOnlinePurchasedproductsApi,info,      Not Mapped: http://www.dell.com/identity/claims/profile/fingerprint
2941,"June 17th 2020, 13:29:13.056",      shortnameenabled  : True and claims found,SupportOnlinePurchasedproductsApi,info,      shortnameenabled  : True and claims found
2942,"June 17th 2020, 13:29:13.047",      time difference:0,SupportOnlinePurchasedproductsApi,info,      time difference:0
2943,"June 17th 2020, 13:29:13.043",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2944,"June 17th 2020, 13:29:13.042",      cstTimeNow:6/17/20 1:29:07 PM,SupportOnlinePurchasedproductsApi,info,      cstTimeNow:6/17/20 1:29:07 PM
2945,"June 17th 2020, 13:29:13.040",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2946,"June 17th 2020, 13:29:13.039",      appCstTimeZoneDisplayName:Central Standard Time,SupportOnlinePurchasedproductsApi,info,      appCstTimeZoneDisplayName:Central Standard Time
2947,"June 17th 2020, 13:29:13.038",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2948,"June 17th 2020, 13:29:13.037",      appCstTimeZoneId from connection:America/Matamoros,SupportOnlinePurchasedproductsApi,info,      appCstTimeZoneId from connection:America/Matamoros
2949,"June 17th 2020, 13:29:13.035",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2950,"June 17th 2020, 13:29:13.033",      Parsed latdatetime:6/17/20 1:29:06 PM,SupportOnlinePurchasedproductsApi,info,      Parsed latdatetime:6/17/20 1:29:06 PM
2951,"June 17th 2020, 13:29:13.032",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Utilities.ClaimsHelper[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Utilities.ClaimsHelper[0]
2952,"June 17th 2020, 13:29:13.030",      @@@ClientSecurityContextHandler.ProcessRequest,SupportOnlinePurchasedproductsApi,info,      @@@ClientSecurityContextHandler.ProcessRequest
2953,"June 17th 2020, 13:29:13.030",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Core.Pipeline.PopulateUserIdentityFromHeaderHandler[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Core.Pipeline.PopulateUserIdentityFromHeaderHandler[0]
2954,"June 17th 2020, 13:29:13.025",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Core.Pipeline.PopulateUserIdentityFromHeaderHandler[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Core.Pipeline.PopulateUserIdentityFromHeaderHandler[0]
2955,"June 17th 2020, 13:29:13.025",      No Valid Claims found in Header,SupportOnlinePurchasedproductsApi,info,      No Valid Claims found in Header
2956,"June 17th 2020, 13:29:13.020",      @@@PopulateUserIdentityFromHeaderHandler.ProcessRequest,SupportOnlinePurchasedproductsApi,info,      @@@PopulateUserIdentityFromHeaderHandler.ProcessRequest
2957,"June 17th 2020, 13:29:13.020",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Core.Pipeline.PopulateUserIdentityFromHeaderHandler[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Core.Pipeline.PopulateUserIdentityFromHeaderHandler[0]
2958,"June 17th 2020, 13:29:13.015",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Core.Utilities.Chain[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Core.Utilities.Chain[0]
2959,"June 17th 2020, 13:29:13.015",      @@@Chain.Authenticate,SupportOnlinePurchasedproductsApi,info,      @@@Chain.Authenticate
2960,"June 17th 2020, 13:29:13.010",      @@@DaisAuthenticationMiddleware.Invoke,SupportOnlinePurchasedproductsApi,info,      @@@DaisAuthenticationMiddleware.Invoke
2961,"June 17th 2020, 13:29:12.974","""111.206.198.5,",soitrp,info,111.206.198.5
2962,"June 17th 2020, 13:29:12.973","""94.213.147.199,",soitrp,info,94.213.147.199
2963,"June 17th 2020, 13:29:12.963","""172.21.251.254",staticcdn-prod,info,"""172.21.251.254"
2964,"June 17th 2020, 13:29:12.906",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Dell.Identity.WebModule.Core.Middlewares.DaisAuthenticationMiddleware[0],SupportOnlinePurchasedproductsApi,info, Dell.Identity.WebModule.Core.Middlewares.DaisAuthenticationMiddleware[0]
2966,"June 17th 2020, 13:29:12.902","""",Support-Client,info,""""
2967,"June 17th 2020, 13:29:12.901","""-",svc-soitrp,info,"""-"
2968,"June 17th 2020, 13:29:12.901","""203.153.14.35,",soitrp,info,203.153.14.35
2969,"June 17th 2020, 13:29:12.900","""72.75.221.251,",soitrp,info,72.75.221.251
2970,"June 17th 2020, 13:29:12.805","""-",svc-soitrp,info,"""-"
2971,"June 17th 2020, 13:29:12.800","""40.77.139.48,",soitrp,info,40.77.139.48
2972,"June 17th 2020, 13:29:12.799","""41.80.201.53,",soitrp,info,41.80.201.53
2973,"June 17th 2020, 13:29:12.799","""213.10.45.93,",soitrp,info,213.10.45.93
2974,"June 17th 2020, 13:29:12.799","""96.85.51.125,",soitrp,info,96.85.51.125
2975,"June 17th 2020, 13:29:12.799","""187.161.104.224,",soitrp,info,187.161.104.224
2977,"June 17th 2020, 13:29:12.765","""",Support-Client,info,""""
2978,"June 17th 2020, 13:29:12.765","""",Support-Client,info,""""
2980,"June 17th 2020, 13:29:12.761","""",Support-Client,info,""""
2983,"June 17th 2020, 13:29:12.756","""",Support-Client,info,""""
2985,"June 17th 2020, 13:29:12.756","""",Support-Client,info,""""
2987,"June 17th 2020, 13:29:12.751","""",Support-Client,info,""""
2988,"June 17th 2020, 13:29:12.728","""73.30.59.225,",soitrp,info,73.30.59.225
2989,"June 17th 2020, 13:29:12.728","""35.240.26.48,",soitrp,info,35.240.26.48
2990,"June 17th 2020, 13:29:12.719","""10.129.1.61,",soitrp,info,10.129.1.61
2991,"June 17th 2020, 13:29:12.702","""143.166.83.38,",staticcdn-prod,info,143.166.83.38
2992,"June 17th 2020, 13:29:12.679","""174.65.57.220,",soitrp,info,174.65.57.220
2993,"June 17th 2020, 13:29:12.679","""46.226.59.186,",soitrp,info,46.226.59.186
2994,"June 17th 2020, 13:29:12.671","""191.177.180.236,",soitrp,info,191.177.180.236
2995,"June 17th 2020, 13:29:12.671","""177.25.48.154,",soitrp,info,177.25.48.154
2996,"June 17th 2020, 13:29:12.661","""173.70.111.207,",soitrp,info,173.70.111.207
2997,"June 17th 2020, 13:29:12.661","""82.251.211.231,",soitrp,info,82.251.211.231
2998,"June 17th 2020, 13:29:12.659","""84.23.153.162,",soitrp,info,84.23.153.162
2999,"June 17th 2020, 13:29:11.166","""5.90.10.190,",soitrp,info,5.90.10.190
3000,"June 17th 2020, 13:29:11.166","""38.125.100.17,",soitrp,info,38.125.100.17
3001,"June 17th 2020, 13:29:11.163","""-",svc-soitrp,info,"""-"
3002,"June 17th 2020, 13:29:11.132","""198.140.239.1,",soitrp,info,198.140.239.1
3003,"June 17th 2020, 13:29:11.132","""96.56.204.230,",soitrp,info,96.56.204.230
3004,"June 17th 2020, 13:29:11.126",      Request finished in 1.5617ms 200 application/json; charset=utf-8,SupportOnlineSecureUrlApi,info,      Request finished in 1.5617ms 200 application/json; charset=utf-8
3005,"June 17th 2020, 13:29:11.125",      Executed action Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl) in 0.8055ms,SupportOnlineSecureUrlApi,info,      Executed action Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl) in 0.8055ms
3006,"June 17th 2020, 13:29:11.125",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Hosting.Internal.WebHost[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Hosting.Internal.WebHost[2]
3007,"June 17th 2020, 13:29:11.124",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2]
3008,"June 17th 2020, 13:29:11.124","      Executing ObjectResult, writing value of type 'System.String'.",SupportOnlineSecureUrlApi,info,"      Executing ObjectResult, writing value of type 'System.String'."
3009,"June 17th 2020, 13:29:11.124",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor[1]
3010,"June 17th 2020, 13:29:11.123","      Executed action method Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.0018ms.",SupportOnlineSecureUrlApi,info,"      Executed action method Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.0018ms."
3011,"June 17th 2020, 13:29:11.122",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2]
3012,"June 17th 2020, 13:29:11.121",      Executing action method Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl) - Validation state: Valid,SupportOnlineSecureUrlApi,info,      Executing action method Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl) - Validation state: Valid
3013,"June 17th 2020, 13:29:11.121",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1]
3014,"June 17th 2020, 13:29:11.120",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1]
3015,"June 17th 2020, 13:29:11.120","""",SupportOnlineSecureUrlApi,info,""""
3016,"June 17th 2020, 13:29:11.119",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Hosting.Internal.WebHost[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Hosting.Internal.WebHost[1]
3017,"June 17th 2020, 13:29:11.119",      Request starting HTTP/1.1 GET http://supportonlinesecureurlapi.ausmsc01.pcf.dell.com/api/default/index  ,SupportOnlineSecureUrlApi,info,      Request starting HTTP/1.1 GET http://supportonlinesecureurlapi.ausmsc01.pcf.dell.com/api/default/index  
3018,"June 17th 2020, 13:29:11.100","[Sec-Fetch-Dest, Sec-Fetch-Mode, Sec-Fetch-Site, Sec-Fetch-User, Storm-Homepage-Redirect, Responsive-Enabled, Responsive-Lwpbuilder, B3, Dell-Mobile-Bot, Dnt, Trans-Device-Info, X-Trans-Device-Info, Upgrade-Insecure-Requests, Via, X-Akamai-Config-Log-Detail]",sba-api-gateway-prod-13320515,info,"[Sec-Fetch-Dest, Sec-Fetch-Mode, Sec-Fetch-Site, Sec-Fetch-User, Storm-Homepage-Redirect, Responsive-Enabled, Responsive-Lwpbuilder, B3, Dell-Mobile-Bot, Dnt, Trans-Device-Info, X-Trans-Device-Info, Upgrade-Insecure-Requests, Via, X-Akamai-Config-Log-Detail]"
3019,"June 17th 2020, 13:29:11.065","""81.95.183.197,",soitrp,info,81.95.183.197
3020,"June 17th 2020, 13:29:11.065","""109.149.26.32,",soitrp,info,109.149.26.32
3021,"June 17th 2020, 13:29:11.049","""40.77.139.48,",soitrp,info,40.77.139.48
3022,"June 17th 2020, 13:29:11.049","""170.245.255.66,",soitrp,info,170.245.255.66
3023,"June 17th 2020, 13:29:11.048","""4.53.41.196,",soitrp,info,4.53.41.196
3024,"June 17th 2020, 13:29:11.048","""76.183.144.7,",soitrp,info,76.183.144.7
3026,"June 17th 2020, 13:29:11.040","""-",svc-soitrp,info,"""-"
3027,"June 17th 2020, 13:29:10.982","""98.171.146.194,",soitrp,info,98.171.146.194
3028,"June 17th 2020, 13:29:10.982","""98.10.232.39,",soitrp,info,98.10.232.39
3029,"June 17th 2020, 13:29:10.949","""200.116.165.137,",soitrp,info,200.116.165.137
3030,"June 17th 2020, 13:29:10.935","""98.102.110.134,",soitrp,info,98.102.110.134
3031,"June 17th 2020, 13:29:10.933","""89.200.216.116,",soitrp,info,89.200.216.116
3032,"June 17th 2020, 13:29:10.924","""174.65.57.220,",soitrp,info,174.65.57.220
3033,"June 17th 2020, 13:29:10.891","""",Support-Client,info,""""
3036,"June 17th 2020, 13:29:10.880","""",Support-Client,info,""""
3037,"June 17th 2020, 13:29:10.774","""73.243.209.17,",soitrp,info,73.243.209.17
3038,"June 17th 2020, 13:29:10.773","""217.149.160.172,",soitrp,info,217.149.160.172
3039,"June 17th 2020, 13:29:09.659","""",Support-Client,info,""""
3041,"June 17th 2020, 13:29:09.623","""217.149.160.172,",soitrp,info,217.149.160.172
3042,"June 17th 2020, 13:29:09.608","""124.246.3.169,",soitrp,info,124.246.3.169
3043,"June 17th 2020, 13:29:09.556","""172.20.135.243",staticcdn-prod,info,"""172.20.135.243"
3044,"June 17th 2020, 13:29:09.536",      Executed action Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl) in 0.3699ms,SupportOnlineSecureUrlApi,info,      Executed action Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl) in 0.3699ms
3045,"June 17th 2020, 13:29:09.536",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Hosting.Internal.WebHost[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Hosting.Internal.WebHost[2]
3046,"June 17th 2020, 13:29:09.536",      Request finished in 0.8117ms 200 application/json; charset=utf-8,SupportOnlineSecureUrlApi,info,      Request finished in 0.8117ms 200 application/json; charset=utf-8
3047,"June 17th 2020, 13:29:09.534","      Executed action method Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.0022ms.",SupportOnlineSecureUrlApi,info,"      Executed action method Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl), returned result Microsoft.AspNetCore.Mvc.OkObjectResult in 0.0022ms."
3048,"June 17th 2020, 13:29:09.534",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2]
3049,"June 17th 2020, 13:29:09.534",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[2]
3050,"June 17th 2020, 13:29:09.534",      Executing action method Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl) - Validation state: Valid,SupportOnlineSecureUrlApi,info,      Executing action method Dell.SupportOnline.SecureUrl.Controllers.DefaultController.Index (Dell.SupportOnline.SecureUrl) - Validation state: Valid
3051,"June 17th 2020, 13:29:09.534",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor[1]
3052,"June 17th 2020, 13:29:09.534",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1]
3053,"June 17th 2020, 13:29:09.534","      Executing ObjectResult, writing value of type 'System.String'.",SupportOnlineSecureUrlApi,info,"      Executing ObjectResult, writing value of type 'System.String'."
3054,"June 17th 2020, 13:29:09.532",\x1b[40m\x1b[32minfo\x1b[39m\x1b[22m\x1b[49m: Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1],SupportOnlineSecureUrlApi,info, Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker[1]
3055,"June 17th 2020, 13:29:09.532","""",SupportOnlineSecureUrlApi,info,""""
3056,"June 17th 2020, 13:29:09.531",      Request starting HTTP/1.1 GET http://supportonlinesecureurlapi.ausmsc01.pcf.dell.com/api/default/index  ,SupportOnlineSecureUrlApi,info,      Request starting HTTP/1.1 GET http://supportonlinesecureurlapi.ausmsc01.pcf.dell.com/api/default/index  
3057,"June 17th 2020, 13:29:09.501","""10.179.194.85,",soitrp,info,10.179.194.85
3058,"June 17th 2020, 13:29:09.501","""66.249.79.60,",soitrp,info,66.249.79.60
3059,"June 17th 2020, 13:29:09.473","""24.88.64.65,",soitrp,info,24.88.64.65
3060,"June 17th 2020, 13:29:09.473","""82.251.211.231,",soitrp,info,82.251.211.231
3061,"June 17th 2020, 13:29:09.463","""196.74.36.42,",soitrp,info,196.74.36.42
3062,"June 17th 2020, 13:29:09.371","""186.243.73.222,",soitrp,info,186.243.73.222
3063,"June 17th 2020, 13:29:09.370","""172.248.36.255,",soitrp,info,172.248.36.255
3065,"June 17th 2020, 13:29:09.212","""69.206.4.232,",soitrp,info,69.206.4.232
3066,"June 17th 2020, 13:29:09.022","""134.255.192.160,",soitrp,info,134.255.192.160
3067,"June 17th 2020, 13:29:08.994","""190.184.140.74,",soitrp,info,190.184.140.74
3069,"June 17th 2020, 13:29:08.971","""203.89.154.131,",soitrp,info,203.89.154.131
3070,"June 17th 2020, 13:29:08.970","""73.68.244.136,",soitrp,info,73.68.244.136
3071,"June 17th 2020, 13:29:08.969","""109.193.174.207,",soitrp,info,109.193.174.207
3072,"June 17th 2020, 13:29:08.942","""144.92.167.123,",soitrp,info,144.92.167.123
3073,"June 17th 2020, 13:29:08.858","""108.21.67.136,",soitrp,info,108.21.67.136
3074,"June 17th 2020, 13:29:08.858","""66.249.79.71,",soitrp,info,66.249.79.71
3075,"June 17th 2020, 13:29:08.855","""108.67.19.4,",soitrp,info,108.67.19.4
3076,"June 17th 2020, 13:29:08.804","""73.151.171.211,",soitrp,info,73.151.171.211
3077,"June 17th 2020, 13:29:08.804","""73.38.124.112,",soitrp,info,73.38.124.112
3078,"June 17th 2020, 13:29:08.801","""66.249.79.157,",soitrp,info,66.249.79.157
3079,"June 17th 2020, 13:29:08.777","""187.190.181.47,",soitrp,info,187.190.181.47
3080,"June 17th 2020, 13:29:08.777","""113.109.128.206,",soitrp,info,113.109.128.206
3081,"June 17th 2020, 13:29:08.775","""",Support-Client,info,""""
3083,"June 17th 2020, 13:29:08.773","""",Support-Client,info,""""
3085,"June 17th 2020, 13:29:08.772","""",Support-Client,info,""""
3087,"June 17th 2020, 13:29:08.756","""",Support-Client,info,""""
3090,"June 17th 2020, 13:29:08.744","""",Support-Client,info,""""
3091,"June 17th 2020, 13:29:08.697","""172.21.73.242",staticcdn-prod,info,"""172.21.73.242"
3092,"June 17th 2020, 13:29:08.690","""168.159.213.210,",soitrp,info,168.159.213.210
3093,"June 17th 2020, 13:29:08.690","""191.177.180.236,",soitrp,info,191.177.180.236
3094,"June 17th 2020, 13:29:08.690","""73.100.148.77,",soitrp,info,73.100.148.77
3095,"June 17th 2020, 13:29:08.690",\x1b[41m\x1b[30mfail\x1b[39m\x1b[22m\x1b[49m: Dell.SupportOnline.Incidents.Search.Core.Services.SupportHistory.CaseJournalService[0],incident-searchapi,info, Dell.SupportOnline.Incidents.Search.Core.Services.SupportHistory.CaseJournalService[0]
3096,"June 17th 2020, 13:29:08.642","""83.56.122.109,",soitrp,info,83.56.122.109
3097,"June 17th 2020, 13:29:08.642","""66.249.79.13,",soitrp,info,66.249.79.13
3098,"June 17th 2020, 13:29:08.608","""65.75.103.140,",soitrp,info,65.75.103.140
3099,"June 17th 2020, 13:29:08.607","""143.166.224.244,",soitrp,info,143.166.224.244
3100,"June 17th 2020, 13:29:08.606","""",Support-Client,info,""""
3102,"June 17th 2020, 13:29:08.595","""177.130.204.170,",soitrp,info,177.130.204.170
3103,"June 17th 2020, 13:29:08.595","""46.94.119.191,",soitrp,info,46.94.119.191
3105,"June 17th 2020, 13:29:08.553","""",Support-Client,info,""""
3106,"June 17th 2020, 13:29:08.552","""105.246.29.41,",soitrp,info,105.246.29.41
3107,"June 17th 2020, 13:29:08.552","""108.29.140.209,",soitrp,info,108.29.140.209
3108,"June 17th 2020, 13:29:08.552","""68.14.5.105,",soitrp,info,68.14.5.105
3109,"June 17th 2020, 13:29:08.552","""66.251.11.178,",soitrp,info,66.251.11.178
3110,"June 17th 2020, 13:29:08.552","""198.73.125.180,",soitrp,info,198.73.125.180
3111,"June 17th 2020, 13:29:08.551","""",Support-Client,info,""""
3113,"June 17th 2020, 13:29:08.536","""10.129.1.61,",soitrp,info,10.129.1.61
3114,"June 17th 2020, 13:29:08.536","""96.85.51.125,",soitrp,info,96.85.51.125
3115,"June 17th 2020, 13:29:08.536","""83.21.248.202,",soitrp,info,83.21.248.202
3117,"June 17th 2020, 13:29:08.510","""",Support-Client,info,""""
3119,"June 17th 2020, 13:29:08.505","""",Support-Client,info,""""
3120,"June 17th 2020, 13:29:08.404","""",Support-Client,info,""""
3123,"June 17th 2020, 13:29:08.394","""",Support-Client,info,""""
3125,"June 17th 2020, 13:29:08.178","""190.184.140.74,",soitrp,info,190.184.140.74
3127,"June 17th 2020, 13:29:08.002",\x1b[41m\x1b[30mfail\x1b[39m\x1b[22m\x1b[49m: Dell.Support.Product.Search.Api.Controllers.CatalogController[0],ProductSelectorApi,info, Dell.Support.Product.Search.Api.Controllers.CatalogController[0]
3128,"June 17th 2020, 13:29:07.976",\x1b[41m\x1b[30mfail\x1b[39m\x1b[22m\x1b[49m: Dell.SupportOnline.Cache.DistributedCacheProvider[0],drivers-ux,info, Dell.SupportOnline.Cache.DistributedCacheProvider[0]
3130,"June 17th 2020, 13:29:07.925","""",Support-Client,info,""""
3131,"June 17th 2020, 13:29:07.921","""102.114.177.48,",soitrp,info,102.114.177.48
3132,"June 17th 2020, 13:29:07.912","""",Support-Client,info,""""
3134,"June 17th 2020, 13:29:07.820","""18.4.113.200,",soitrp,info,18.4.113.200
3136,"June 17th 2020, 13:29:07.778","""",Support-Client,info,""""
3139,"June 17th 2020, 13:29:07.754","""",Support-Client,info,""""
3140,"June 17th 2020, 13:29:07.712","""",Support-Client,info,""""
3142,"June 17th 2020, 13:29:07.697","""105.246.29.41,",soitrp,info,105.246.29.41
3143,"June 17th 2020, 13:29:07.697","""50.245.236.33,",soitrp,info,50.245.236.33
3144,"June 17th 2020, 13:29:07.697","""153.90.244.33,",soitrp,info,153.90.244.33
3145,"June 17th 2020, 13:29:07.697","""46.226.59.186,",soitrp,info,46.226.59.186
